date Tue Oct 10 11:55:30.514 am 2023
base hex  timestamps absolute
internal events logged
// version 17.2.0
// Measurement UUID: b6195880-c018-4321-bf6f-9a80bb3e8425
Begin TriggerBlock Tue Oct 10 11:55:30.514 am 2023
   0.000000 Start of measurement
  59.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  60.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  61.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  62.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  63.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  64.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  65.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  66.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  67.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  68.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  69.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  70.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  71.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  72.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  73.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  74.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  75.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  76.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  77.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  78.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  79.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  80.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  81.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  82.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  83.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  84.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
